movie_name,date,regions,types,actors,actor_count,score,vote_count
梅子鸡之味,2011-10-26,法国|德国,剧情|喜剧,伊莎贝拉·罗西里尼|格什菲·法拉哈尼|玛丽亚·德·梅黛洛|马修·阿马立克|齐雅拉·马斯楚安尼|贾梅尔·杜布兹|埃德瓦·贝耶|埃里克·卡拉瓦卡|克里斯蒂安森格沃德,9,8.1,44219
爱在记忆消逝前,2018-02-23,意大利|法国,喜剧|爱情|冒险,海伦·米伦|唐纳德·萨瑟兰|简·默勒尼|克里斯蒂·米切尔|罗伯特·沃克·布兰乔德|克里斯蒂安·麦凯|约书亚·胡佛|罗伯特·普拉尔戈|约书亚·米克尔|Skyler Elyse Philpot|丹娜·爱薇|迪克·格雷戈里,12,8.1,44211
宿醉,2009-06-05,美国,喜剧,布莱德利·库珀|艾德·赫尔姆斯|扎克·加利凡纳基斯|贾斯汀·巴萨|海瑟·格拉汉姆|萨莎·巴瑞斯|杰弗里·塔伯|郑肯|迈克·泰森|迈克·瓦利|迈克尔·李|丽莎·卡塔拉|艾普·蒙哥马利|艾丽萨·艾拉帕奇|斯科特·汤普森|丹·芬纳蒂|安德鲁·阿斯特|娜塔莉·菲伊|莉莉·温|罗伯·里格尔|迈克·艾普斯|托德·菲利普斯|马特·沃尔什|桑德拉·库瑞|瑞秋·哈里斯|乔·萨特里亚|布莱恩·考伦|吉莲·韦格曼|杰西·欧文|米歇尔·霍尔曼|乔丹·博比特|理查德·瑞德|马修·科贝特·戴维斯|娜塔莉·科恩|蒂·艾萨基尔多|兰内特·弗吉特|吉尔·布兰科|凯西·玛格丽斯|大卫·希尔|伊恩·安东尼·代尔|布罗迪·史蒂文生|詹姆斯·马丁·凯利|克利奥·金,43,7.7,244358
闰年,2010-01-06,美国|爱尔兰,喜剧|爱情,艾米·亚当斯|马修·古迪|亚当·斯科特|约翰·利思戈|帕特·拉法恩|伊恩·麦克尔希尼|多米妮克·麦克艾丽戈特|彼特·奥梅拉|凯特琳·奥尔森|David Herlihy|凯瑟琳·沃克|大卫·芬恩|Annika Hammerton|弗拉米妮亚·辛克|迈克尔·J·雷诺兹|迈克尔·菲茨杰拉德|玛西娅·沃伦,17,7.8,112851
我，花样女王,2017-09-08,英国|美国|卡塔尔,剧情|喜剧|传记|运动,玛格特·罗比|塞巴斯蒂安·斯坦|艾莉森·珍妮|凯特琳·卡弗|麦肯娜·格瑞丝|鲍比·坎纳瓦尔|博亚娜·诺瓦科维奇|朱丽安妮·尼科尔森|凯萨琳·戴尔|保罗·沃尔特·豪泽|约书亚·米克尔|埃文·乔治·沃拉泽里斯|卡拉·曼泰拉|杰森·戴维斯|凯莉·弗雷泽|安东尼·雷诺兹|杰森·麦克唐纳|迈尔斯·穆森登,18,7.9,73851
银河护卫队：假日特辑,2022-11-25,美国,喜剧|动作|科幻|冒险,克里斯·帕拉特|庞·克莱门捷夫|戴夫·巴蒂斯塔|凯伦·吉兰|布莱德利·库珀|范·迪塞尔|凯文·贝肯|肖恩·古恩|玛丽亚·巴卡洛娃|迈克尔·鲁克|瑞特·米勒|卢克·克莱因|凯拉·塞吉维克|陈思|托马斯·麦克纳马拉|丹尼尔·伯哈特|米歇尔·冈|弗卢拉·博格|拉丝蒂·休默|提纳西·卡黑锡|瑞秋·鲁特雷尔|乔瓦尼·克鲁兹|史蒂芬·布莱克哈特|莎拉·阿拉米|特伦斯·罗斯摩尔|奥斯汀·弗里曼|大卫·莫斯科维茨|Old 97's|坦皮斯特·伍尔夫|沙尔·比施马,30,7.9,73266
赛车总动员2,2011-08-24,美国,喜剧|动画|冒险,欧文·威尔逊|王牌接线员拉里|迈克尔·凯恩|艾米莉·莫迪默|艾迪·伊扎德|约翰·特托罗|布伦特·马斯伯格|乔·曼特纳|托马斯·克莱舒曼|彼得·雅各布森|邦尼·亨特|达雷尔·沃尔特里普|弗兰科·内罗|大卫·赫伯斯|托尼·夏尔赫布|杰夫·格尔林|詹森·艾萨克|布鲁斯·坎贝尔|詹妮弗·路易斯|斯坦利·汤森德|维利贝·托皮奇|锡格·汉森|盖多·克隆尼|瓦妮莎·雷德格雷夫|布拉德·刘易斯|切奇·马林|保罗·杜利|伊迪·麦克勒格|理查德·坎德|凯瑟琳·海蒙德|迈克尔·沃利斯|芭芭拉·科特梅尔|姚晨|黄磊|户田惠子|张杰|堤大介,37,7.8,110601
冒牌天神,2003-05-23,美国,喜剧|奇幻,金·凯瑞|摩根·弗里曼|詹妮弗·安妮斯顿|菲利普·贝克·霍尔|凯瑟琳·贝尔|丽萨·安·沃尔特|史蒂夫·卡瑞尔|诺拉·邓恩|埃迪·杰米森|保罗·萨特菲尔德|马克·基利|莎莉·柯克兰德|托尼·班奈特|蒂莫西·迪普里|卢·费尔德|莉莲·亚当斯|克里斯托弗·达尔加|杰克·乔泽弗森|马克·阿戴尔-里奥斯|恩里克·阿尔梅达|诺尔·古格雷米|罗兰多·莫利纳|埃米里奥·瑞弗拉|玛德琳·洛夫乔伊|丹·戴斯蒙德|罗伯特·库蒂斯·布朗|迈克尔·布朗李|肖恩·罗宾逊|艾伦·鲁鲁|贾米森·杨|格雷格·科林斯|玛丽·帕特·格里森|凯瑞·斯科特|布拉德利·斯泰克尔|当·诺伍德|迈克尔·奥利佛斯|亚历克斯·维莱尔|阿若·希利|艾莉森·麦考迪|珍妮尔·皮尔齐娜|安妮·沃斯奇|迈卡·威廉姆斯|汤姆·贝耶|马克斯·格隆切克|迈克尔·博夫舍维尔|寇比·法兰奇|曼尼·苏亚雷斯|唐·多德|沙沙维恩·豪尔|P·J·伯恩|约瑟夫·巴特勒|丽莎·坎格洛西|柯特·克伦德尼|Catherine Petra Villalobos|盖瑞·罗德里格斯|基诺·蒙特斯诺斯|Brian La Rosa,57,7.7,224433
瑞士军刀男,2016-01-22,美国,剧情|喜剧|爱情|奇幻,保罗·达诺|丹尼尔·雷德克里夫|玛丽·伊丽莎白·温斯特德|蒂莫西·尤里齐|理查德·格罗斯|玛丽卡·卡斯蒂尔|什恩·卡鲁斯,7,7.8,107668
追捕野蛮人,2016-01-22,新西兰,剧情|喜剧|冒险,朱利安·迪尼森|山姆·尼尔|瑞玛·特·维塔|瑞切尔·豪斯|蒂欧蕾欧尔·娜塔-墨尔本|奥斯卡·凯特利|斯坦·沃克|迈克·米诺格|科恩·霍洛维|瑞斯·达比|特洛伊·金|塔伊加·维迪提|图斯|芬恩,14,8.1,42925
克里斯托弗·罗宾,2018-08-03,美国,喜剧|动画|冒险,伊万·麦克格雷格|海莉·阿特维尔|勃朗特·卡迈克尔|马克·加蒂斯|奥利弗·福德·戴维斯|阿德里安·斯卡伯勒|罗杰·阿什顿-格里菲斯|阿曼达·劳伦斯|凯蒂·卡迈克尔|特里斯坦·斯特罗克|保罗·查希迪|迈克尔·吉恩|舒雅德·法瑞斯|马特·贝里|西蒙·法纳比|麦肯锡·克鲁克|吉姆·卡明斯|布拉德·加内特|尼克·穆罕默德|彼得·卡帕尔迪|苏菲·奥康内多|托比·琼斯|李·阿斯奎斯-柯|罗伊·贝克|金塔雷·贝尼奥拉维特|贝恩·科拉科|托马斯·派登|库姆德潘特|理查德·谢尔曼|彼得·辛格|卡罗尔·斯蒂尔|艾薇·维|A·A·米尔恩|加雷斯·梅森|罗恩·阿德科鲁埃|阿姆·阿勒卡迪,36,8.1,42890
尽善尽美,1997-12-25,美国,爱情|喜剧|剧情,杰克·尼科尔森|海伦·亨特|格雷戈·金尼尔|小库珀·古丁|斯基特·乌尔里奇|雪莉·奈特|雅德丽·史密斯|露贝·安缇维洛|Bibi Osterwald|贾菲·柯恩|布赖恩·道尔|克里斯蒂·吉|Patricia Childress|Rebekah Johnson|米西·派勒|莱斯利·史蒂芬森|塔拉·苏博科夫|沙恩·布莱克|彼得·雅各布森|丽莎·艾德尔斯汀|兰道尔·巴蒂尼科夫|杰西·詹姆斯|杰米·肯尼迪|贾斯汀·赫维克|玛娅·鲁道夫|Mary Elizabeth Still|劳伦斯·卡斯丹|凯瑟琳·莫里斯|伍德·哈里斯|琳达·格赫林格|朱莉·本茨|哈罗德·雷米斯|Kaitlin Hopkins|吉米·沃克曼|Danielle Spencer|托德·索伦兹|汤姆·麦高恩|丹妮尔·布里瑟布瓦|马特·马洛伊|阿尔巴·阿尔巴尼斯|Eddie L. Fauria|James Gosnell|莫里斯·拉马奇|约翰尼·曼斯巴赫|奥莉安娜·妮可·塔沃拉里斯,45,8.2,35619
我爱你莫里斯,2009-05-19,法国|美国,喜剧|传记|爱情|同性,金·凯瑞|伊万·麦克格雷格|莱斯利·曼恩|罗德里戈·桑托罗|乔恩·阿兹,5,7.9,70898
电子情书,1998-12-18,美国,喜剧|爱情,汤姆·汉克斯|梅格·瑞恩|凯蒂·萨戈纳|格雷戈·金尼尔|帕克·波西|戴夫·查普尔|凯蒂·芬内朗|哈莉·赫里什|斯蒂夫·扎恩|珍·斯泰普尔顿|莎拉·拉米尔兹|恩佐·昂吉莱利|卡拉·西摩|克里斯·梅西纳|蕾可·艾尔丝沃斯|希瑟·伯恩斯|达布尼·柯尔曼,17,7.8,105148
黑店狂想曲,1991-04-17,法国,喜剧|奇幻,帕斯卡尔·贝内泽|多米尼克·皮侬|玛丽-洛尔·杜尼亚克|让-克洛德·德雷菲斯|嘉莲·维雅|迪基·奥尔加多|安妮-玛丽·皮萨尼|Boban Janevski|吕菲斯|霍华德·沃侬|奇克·奥尔特加|西尔维·拉古纳|多米尼克·扎尔迪|莫里斯·拉米|马克·卡罗|雅克·马修,16,8.0,52436
97家有喜事,1997-02-06,中国香港,喜剧,周星驰|黄百鸣|吴镇宇|乔宏|伍咏薇|黎姿|吴倩莲|钟丽缇|周华健|李蕙敏|雷宇扬|罗冠兰|杨宝玲|张国荣|泰迪·罗宾|罗家英|周文健|何超仪|彭丹|江希文|朱洁仪|黃志明|麦伟章|李纯恩|谭天宝|张耀辉|杨玉梅|鲍起静|周志鸿,29,7.7,109841
没完没了,1999-12-15,中国大陆,剧情|喜剧,葛优|吴倩莲|傅彪|徐帆|刘蓓|刘威|韩童生|秦焰|何冰|张涵予|丁志城|张秋芳|孙红雷|王中磊|卡迪琳娜|黄健翔|高成生|马晓晴,18,7.7,109147
勇敢传说,2012-06-19,美国,喜剧|动画|奇幻|冒险,凯莉·麦克唐纳|艾玛·汤普森|比利·康诺利|朱丽·沃特斯|罗彼·考特拉尼|凯文·麦克基德|克雷格·费格森|莎莉·金霍恩|伊丽·弗雷泽|佩吉·巴克|史蒂芬·克里|卡勒姆·奥尼尔|帕特里克·道尔|约翰·拉森贝格|史蒂夫·波赛尔|陆建艺|姜素拉,17,7.7,190884
热辣滚烫,2024-02-10,中国大陆,剧情|喜剧,贾玲|雷佳音|张小斐|杨紫|沙溢|乔杉|李雪琴|马丽|魏翔|赵海燕|张琪|沈春阳|沈涛|许君聪|卜钰|朱天福|刘宏禄|张泰维|郭宇鹏|李海银|李国麟|张桂玲|孙婉竹|赵婷婷|法志远|姬晴|曹贺军|刘頔|贾文田|雷鸣武|简珊珊|纪聿晨|闫猛,33,7.6,829079
没有过去的男人,2002-03-01,芬兰|德国|法国,剧情|喜剧|爱情,马库·佩尔托拉|卡蒂·奥廷宁|尤哈尼·涅梅莱|凯雅·帕卡里南|萨卡里·库斯曼嫩|Annikki Tähti|Anneli Sauli|叶琳娜·萨罗|欧提·马纳帕|埃斯科·尼卡里|佩尔蒂·斯维霍姆|Matti Wuori|艾诺·塞波|詹恩·海蒂恩|安蒂·赖尼|Vesa Mäkelä|艾伦·凯伦|Eeva-Liisa Haimelin|彼得·冯·巴赫|Liisa Kuoppamäki|苏勒维·佩尔托拉|玛库·帕提拉|西卢·塞佩莱|安德烈·切尔内绍夫|Timo Linnasalo|Pentti Auer|Olavi Tuomi,27,8.5,23347
子弹横飞百老汇,1994-09-06,美国,喜剧|犯罪,约翰·库萨克|黛安·韦斯特|詹妮弗·提莉|查兹·帕尔明特瑞|玛丽-露易丝·帕克|杰克·沃登|乔·维特雷利|罗伯·莱纳|崔茜·尤玛|吉姆·布劳德本特|哈维·费斯特恩|斯泰西·内尔金|玛尔戈扎塔·扎亚茨夫斯卡|Nina Sonja Peterson|埃迪·法可|黛比·玛扎|布莱恩·麦克康纳契|托尼·西里科|维克托·科利采奇奥|路易斯·艾波利托|吉恩·坎菲尔德|Peter Castellotti|约翰·文堤米利亚|丽莎·阿图罗|保罗·赫尔曼|Shannah Laumeister|安妮乔爱德华兹|Molly Regan|约翰·多马尼安|德欧·哈顿|托尼·戴劳|霍华德·厄斯金|贝奈·韦努塔|肯·罗伯茨|詹妮弗·范戴克|皮特·麦克罗比|约翰·霍伊特|Bruce Roberts|Patty Kathman|Rick Washburn,40,8.4,26173
乌云背后的幸福线,2012-09-08,美国,剧情|喜剧|爱情|家庭,布莱德利·库珀|詹妮弗·劳伦斯|罗伯特·德尼罗|杰基·韦佛|克里斯·塔克|阿努潘·凯尔|约翰·奥提兹|谢伊·惠格姆|朱丽娅·斯蒂尔斯|达什·米霍克|马修·拉塞尔|保罗·赫尔曼,12,7.7,183168
摩登保镖,1981-01-30,中国香港,喜剧,许冠文|许冠杰|许冠英|冯淬帆|黄造时|刘克宣|刘允|黄曼|曾楚霖|罗利期|钟慧冰|陈星|李海生|董骠|郭利民,15,8.2,19217
飞驰人生2,2024-02-10,中国大陆,剧情|喜剧|运动,沈腾|范丞丞|尹正|张本煜|孙艺洲|魏翔|贾冰|郑恺|冯绍峰|黄景瑜|刘昊然|于适|胡先煦|阎鹤祥|周野芒|高华阳|孙强|范高翔|郝瀚|谭鑫磊,20,7.6,691182
双龙会,1992-01-15,中国香港,动作|喜剧,成龙|张曼玉|利智|泰迪·罗宾|黄霑|张艾嘉|姜大卫|张坚庭|张婉婷|陈友|刘家良|麦灵芝|童路|周树基|黎应就|王晶|陈世腾|陈国新|詹小玲|赖胜光|贾仕峰|曾志伟|肥伯|韩冬青|姜小亮|徐克|刘伟强|陈可辛|廖静妮|罗卓瑶|唐基明|程小东|张之亮|张同祖|吴宇森|陈欣健|陈嘉上|钱永强|杨凡|楚原|刘家荣|陆剑明|方令正|王龙威|徐小明|董玮|李志毅|火星|高志森|黄志强|吴思远|叶荣祖|冯克安|李惠民|许鞍华|胡大为,56,7.7,99535
三个老枪手,2017-04-07,美国,喜剧|犯罪,迈克尔·凯恩|摩根·弗里曼|艾伦·阿金|乔伊·金|安-玛格丽特|克里斯托弗·洛伊德|彼得·塞拉菲诺威茨|马特·狄龙|玛丽亚·迪齐亚|希芳·法隆|约翰·奥提兹|基南·汤普森|凯特琳·卡尔森|乔什·帕斯|南希·卡斯特罗|卡特里娜·E·珀金斯,16,7.8,96611
欢迎来北方,2008-02-27,法国,喜剧,凯德·麦拉德|丹尼·伯恩|佐伊·费利克斯|洛伦佐·奥斯利亚-福雷|安·玛丽文|菲利普·杜克斯纳|盖伊·勒克卢瑟|丽娜·雷诺|米歇尔·加拉布吕|斯特凡纳·弗雷斯|Patrick Bosso|杰罗姆·芒德尔|弗雷德·培森|热尼·克莱韦|克里斯朵夫·罗西尼翁|齐达内·苏阿内,16,8.2,34302
还有明天,2023-10-26,意大利,剧情|喜剧,宝拉·柯特莱西|瓦莱里奥·马斯坦德雷亚|罗马纳·马乔拉·韦尔加诺|埃马努艾拉·法内利|乔治·科兰杰利|维尼乔·马尔基奥尼|弗朗切斯科·琴托拉梅|Raffaele Vannoli|保拉·蒂齐亚娜·科努西亚|Yonv Joseph|阿蕾西娅·贝儿拉|Federico Tocci|Priscilla Micol Marino|Maria Chiara Orti|Silvia Salvatori|Mattia Baldo|Gianmarco Filippini|Chiara Bono,18,8.9,16111
朱同在三年级丢失了超能力,2024-05-25,中国大陆,喜剧|奇幻,岳昊|马千壹|徐艺瑄|方东海|王浩宇|张航诚|李勤勤|国义骞|郭笑|吴嵩|王珞丹|黄小蕾|饶晓志|金世佳|张本煜|范湉湉|谢波|叶浏|欧剑宇|周可|邓书荣|贾子千|陈艺天|朱启凤|王子川,25,7.7,95688
花田喜事,1993-01-20,中国香港,喜剧|爱情|古装,张国荣|关之琳|许冠杰|毛舜筠|许冠英|吴君如|黄百鸣|吴孟达|黄霑|潘雁英|许莹英|卢敏仪|邓泰和|阮兆祥|黄光亮|袁文杰,16,7.7,94983
好梦一日游,2019-05-20,法国|比利时,剧情|喜剧|爱情,丹尼尔·奥特伊|吉约姆·卡内|多莉亚·蒂利耶|芬妮·阿尔丹|皮埃尔·阿迪提|德尼·波达利德斯|米夏埃尔·科恩|Jeanne Arènes|克劳德·欧佛,9,8.1,40552
小鬼当家3,1997-12-12,美国,喜剧|犯罪|家庭,亚历克斯·D·林兹|奥莱克·克鲁帕|莱亚·吉斯特德|林尼·冯·多伦|斯嘉丽·约翰逊|刘北辰|帕特·希利|Darwin Harris|莎朗·萨克斯|沈晓谦|尼尔·弗林|詹姆斯·斋藤|大卫·桑顿|哈维兰·莫里斯|凯文·基尔纳|玛丽安·塞尔德斯|童自荣,17,7.8,93872
飞越老人院,2012-05-08,中国大陆,剧情|喜剧,许还山|吴天明|李滨|颜丙燕|田华|斯琴高娃|王德顺|贾凤森|牛犇|韩童生|黄素影|刘江|管宗祥|仲星火|蔡鸿翔|唐佐辉|江化霖|刘栋|张华勋|陈志宏|姚刚|程伊|胡明|冯静恩|果靖霖|廖凡|徐帆|王连生|刘仲元|陈坤|刘江,31,7.8,50760
乐高大电影,2014-02-07,美国|澳大利亚|丹麦,喜剧|动画|冒险,克里斯·帕拉特|威尔·法瑞尔|伊丽莎白·班克斯|威尔·阿奈特|连姆·尼森|摩根·弗里曼|查宁·塔图姆|尼克·奥弗曼|爱丽森·布里|查理·戴|乔纳·希尔|寇碧·史莫德斯|大卫·布伦斯|安东尼·丹尼尔斯|威尔·福特|比利·迪·威廉姆斯|基思·弗格森|沙奎尔·奥尼尔|杰登·桑德|戴夫·弗兰科|杰克·约翰逊|克里斯·麦凯|乔玛·塔科内|科甘-迈克尔·凯,24,7.9,63803
摇滚校园,2003-09-09,美国|德国,喜剧|音乐,杰克·布莱克|亚当·帕斯考|卢卡斯·帕佩利亚斯|克里斯·斯塔克|萨拉·西尔弗曼|麦克·怀特|卢卡斯·巴宾|琼·库萨克|乔丹-克莱尔·格林|维罗妮卡·阿夫勒巴克|米兰达·卡斯格拉夫|小乔伊·盖多斯|罗伯特·蔡|安吉洛·马萨利|凯文·亚历山大·克拉克|玛丽安·哈森|凯特琳·黑尔|科尔·霍金斯|布莱恩·法尔杜托|詹姆斯·霍西|艾里莎·艾伦|扎卡里·因凡特|丽贝卡·布朗|贾克琳·内登萨尔|苏珊娜·道格拉斯|李·维尔科夫|凯特·麦克格雷格-斯图尔特|沃利·邓恩|尼基·凯特|海瑟·戈尔登赫什|罗伯特·林|Barry Shurchin,32,7.9,63649
瞬息全宇宙,2022-03-11,美国,喜剧|奇幻|冒险,杨紫琼|许玮伦|关继威|吴汉章|杰米·李·柯蒂斯|塔丽·梅德尔|珍妮·斯蕾特|岑勇康|比夫·威夫|黎唯|黎明|李静|苏妮特·玛尼|阿隆·拉扎尔|切尔西·戈德史密斯|克雷格·亨宁森|安东尼·莫利纳利|丹·布朗|帕努瓦特·安东尼·纳纳肯帕诺姆|卡拉·玛丽·乔尔简|兰达尔·阿切尔|埃夫卡·科瓦拉西尤斯|奥德丽·瓦西莱夫斯基|柯文炳|蒂莫西·尤里齐|丹尼尔·施纳特|西协美智子|蒂莫西·斯科特·拉尔斯顿|兰迪·纽曼|纳拉亚纳·卡布拉尔|戴拉·绍|关家永|艾尔·亚历山大,33,7.6,597000
莫斯科不相信眼泪,1980-02-11,苏联,喜剧|剧情|爱情,薇拉·阿莲托娃|阿列克谢·巴塔洛夫|伊琳娜·穆拉维耶娃|亚历山大·法秋申|罗莎·梁赞诺娃|鲍里斯·斯莫奇科夫|尤里·瓦西里耶夫|娜塔莉亚·瓦维洛娃|奥列格·塔巴科夫|Yevgeniya Khanayeva|Viktor Uralsky|Zoya Fyodorova|利亚·阿赫贾科娃|Tatyana Konyukhova|因诺肯季·斯莫克图诺夫斯基|格奥尔吉·尤玛托夫|Leonid Kharitonov|加里·巴尔丁|弗拉基米尔·巴索夫|亚历山大·博罗德扬斯基|Aleksandra Danilova|弗拉基米尔·米·古谢夫|Viktor Lazarev|弗拉基米尔·缅绍夫|Sergei Nikitin|安德烈·沃兹涅先斯基|Inna Vykhodtseva|A. Zhiltsov|Mikhail Zimin|瓦伦蒂娜·乌沙科娃|Tatyana Konyukhova|Natalya Sayko|穆莎·克列普科戈尔斯卡娅|Vladlen Paulus|冯明义,35,8.5,22620
驱魔警察,1990-11-02,中国香港,喜剧|动作|奇幻,林正英|苗侨伟|林俊贤|王美华|西协美智子|午马|周比利|陈治良|侯焕玲|陈文雄|彭润祥|黄玉行,12,7.9,34656
岳父岳母真难当,2014-04-16,法国,喜剧|家庭,克里斯蒂昂·克拉维埃|尚塔尔·罗比|阿里·阿比唐|梅迪·萨东|弗雷德里克·周|诺姆·迪亚瓦拉|弗雷德里克·贝尔|茱莉亚·皮亚彤|艾米丽·卡恩|艾丽·赛门|弗雷德里克·杜周|帕斯卡尔·恩佐济|萨丽马特·卡马特|塔蒂亚娜·罗乔|洛伊奇·勒让德|尼古拉斯·布乔|艾洛蒂·丰唐,17,8.0,48199
我的舅舅,1958-05-10,意大利|法国,喜剧,让·皮埃尔·佐拉|吕西安·弗雷吉斯|贝蒂·施奈德|让-弗朗索瓦·马夏尔|Yvonne Arnaud|Alain Bécourt|尼古拉·巴塔伊|爱德华·弗朗科姆|丹尼斯·佩罗讷|Nicole Regnault|让-克洛德·勒莫勒|雅克·塔蒂|多米尼克·玛丽,13,8.5,22501
任逍遥,2002-05-23,中国大陆|法国|日本|韩国,喜剧|剧情,王宏伟|赵涛|吴琼|赵维威|王力民|周庆峰|白茹|刘喜安|许淑琳|任爱君|王建军|英子|侯明杰|柳敏|贾樟柯|李竺斌,16,7.9,34104
海角七号,2009-02-14,中国台湾,喜剧|剧情|爱情,范逸臣|田中千绘|中孝介|林宗仁|马念先|民雄|安乙荞|林晓培|马如龙|梁文音|应朗丰|张心妍|李佩甄|沛小岚|丹耐夫正若|郭逸轩|李浤嘉|黄西田|张魁|赵舜|郑志伟|魏隽展|杨淳翔|杨淳言|杨淳至|吴朋奉|祝福|张琼雯|陈慕义|常陆师父|姚思微|黄兴全|卢怡榕|连馨|刘雨柔|林宜均|杨欣佩|王婷仪|谭淑婷|陈妍汝|叶雅馨|朱丁顺|林聪辉|曾吾吉|林宏道|陈源平|许胜雄|詹佑颋|王荣良|陈顗亘|魏庭芳|李瑞珠|许仁豪|姚怡安|何季珊|林明远|曾柏允|陈致臻|吴秋莲|何冠谊|高坤成|北村丰晴|关根直树|高嶋妙子|吴绣敏|荫山征彦,66,7.6,253033
大话王,1997-03-18,美国,喜剧|奇幻,金·凯瑞|毛拉·蒂尔内|贾斯汀·库珀|加利·艾尔维斯|詹妮弗·提莉|阿曼达·多诺休|斯薇兹·昆茨|米奇·瑞恩|查尔斯·沃克|杰森·伯纳德|Jared Seide|克里丝塔·艾伦,12,7.8,85104
阿玛柯德,1973-12-18,意大利|法国,剧情|喜剧,普佩拉·玛奇奥|阿尔曼多·布兰恰|玛加莉·诺埃尔|奇乔·因格拉西亚|南多·奥尔费伊|Luigi Rossi|布鲁诺·扎宁|吉安菲利波·卡尔卡诺|约瑟琳·坦齐利|玛利亚·安东涅塔·贝卢齐|Giuseppe Ianigro|Ferruccio Brembilla|Antonino Faa Di Bruno|Mauro Misul|Nando Villella|Antonio Spaccatini|阿里斯蒂德·卡波拉莱|Gennaro Ombra|Domenico Pertica|Marcello Di Falco|弗朗西斯科·马塞利|Eros Ramazzotti|马里奥·德尔·瓦戈|但丁·克莱里|菲德斯·斯塔尼|马尔切洛·博尼尼·奥拉斯|布鲁诺·贝托奇|保罗·巴罗尼|多纳泰拉·甘比尼|阿尔瓦罗·维塔利|Dina Adorni,31,8.7,18377
巴顿·芬克,1991-08-21,美国|英国,剧情|喜剧|惊悚,约翰·特托罗|约翰·古德曼|朱迪·戴维斯|迈克尔·勒纳|约翰·马奥尼|史蒂夫·布西密|米根·费伊|弗兰西斯·麦克多蒙德|Isabelle Townsend|Harry Bugin|乔·鲍里托|托尼·夏尔赫布|巴里·索南菲尔德|Robert Beecher|Jack Denbo|I.M. Hobson|马克斯·格隆切克|珍娜·马瑞·霍普|克里斯托弗·莫尼|Darwyn Swalve|David Warrilow|理查德·波特诺,22,8.1,38278
海底总动员2：多莉去哪儿,2016-06-17,美国,喜剧|动画|冒险,艾伦·德杰尼勒斯|艾伯特·布鲁克斯|艾德·奥尼尔|凯特琳·奥尔森|海登·罗兰斯|泰·布利尔|黛安·基顿|尤金·列维|斯隆·穆雷|伊德瑞斯·艾尔巴|多米尼克·韦斯特|鲍勃·彼德森|凯特·麦克金农|比尔·哈德尔|西格妮·韦弗|亚历山大·古尔德|加布里埃尔·C·布朗|威廉·达福|薇姬·刘易斯|小特雷尔·兰森,20,7.7,137406
里约大冒险2,2014-04-11,美国,喜剧|动画|冒险,安妮·海瑟薇|杰西·艾森伯格|布鲁诺·马尔斯|杰米·福克斯|克里斯汀·肯诺恩斯|安迪·加西亚|莱斯利·曼恩|罗德里戈·桑托罗|阿曼德拉·斯坦伯格 |杰克·T·奥斯汀|约翰·雷吉扎莫|杰梅奈·克莱门特|乔治·洛佩兹|丽塔·莫雷诺|皮尔斯·加格农|威廉姆·亚当斯|娜塔丽·莫瑞丝|埃里克·埃德尔斯坦|卡洛斯·沙尔丹哈|Nola Donkin|凯特·米库奇|蕾切尔·克劳|加奈儿·梦奈|吴磊|欧阳娣娣|张琦|崔西·摩根,27,7.7,136620
杯酒人生,2004-09-13,美国|匈牙利,剧情|喜剧|爱情,保罗·吉亚玛提|托马斯·哈登·丘奇|维吉妮娅·马德森|吴珊卓|玛丽路易丝·贝克|杰西卡·赫特|米茜·多蒂|迈克·康纳·盖尼|阿莱西娅·雷纳|谢可·图克马尼安|肖恩·杜克|罗伯特·科瓦吕比亚|派崔克·盖勒|斯蒂芬妮·法拉希|乔·马里内利|皮特·丹尼斯|菲尔·里夫斯|莱茜·雷|托妮·霍华德,19,7.9,59212
憨豆特工,2003-09-12,英国|法国|美国,动作|冒险|喜剧,罗温·艾金森|塔莎·德·瓦斯康赛洛丝|本·米勒|格雷·怀斯|道格拉斯·迈克弗兰|特伦斯·哈维|凯文·麦克纳利|蒂姆·皮戈特-史密斯|妮娜·扬|娜塔莉·安博莉亚|约翰·马尔科维奇|蒂姆·贝灵顿|内维尔·菲利普斯|奥利弗·福德·戴维斯|山姆·比兹利|凯文·摩尔|法鲁克·普鲁提|珍妮·加洛韦|海莉·埃克|塔尼娅·戴维斯|厄俄斯·蔡特|盖·耶·韦斯特霍夫|克里斯·塔伦特|詹姆斯·格林尼|特雷弗·麦克唐纳|詹姆斯·恩布里|彼得·休伊特|诺曼·坎贝尔·里斯|劳伦斯·理查德森|普鲁内拉·斯凯尔斯|Julien Romeo|童自荣,32,7.7,132483
