movie_name,date,regions,types,actors,actor_count,score,vote_count
暗花,1998-01-01,中国香港,剧情|动作|犯罪|悬疑,刘青云|梁朝伟|邵美琪|王天林|卢海鹏|郑浩南|林雪|龙方|程小龙|林富伟|林志泰|李剑荣|缪健德|元彬|赵志诚|方刚|蔡国强,17,8.4,113060
老爷车,2008-12-12,美国|德国,剧情,克林特·伊斯特伍德|克里斯托弗·卡利|比·王|安蕾·荷|布莱恩·黑利|杰拉尔丁·休斯|德瑞玛·沃克|布莱恩·豪威 |约翰·卡洛·林奇|斯科特·伊斯特伍德|格雷格·杜佐斯科马|托尼·斯蒂夫阿诺|托马斯·D·马哈德|威廉·希尔|道阿·茂阿|纳纳·彼沃约|科里·哈德里克,17,8.6,102332
兵临城下,2001-07-21,爱尔兰|英国|法国|德国|美国,剧情|历史|战争,裘德·洛|艾德·哈里斯|蕾切尔·薇兹|约瑟夫·费因斯|鲍勃·霍斯金斯|朗·普尔曼|埃娃·马特斯|加布瑞尔·汤姆森|马蒂亚斯·哈比希|索菲·罗伊斯|伊万·舍甫多夫|汉斯·马丁·施蒂尔|克雷蒙斯·施伊克|莱恩·库德里亚维斯基|马克西姆·科瓦莱夫斯基|格纳迪·文格洛夫|达·范·汉森德|Markus Majowski|罗伯特·施塔德洛伯|霍尔格·汉德克|马克·比肖夫|马克·扎克|Thomas Petruo|汤姆·弗拉席亚|Dana Cebulla|维尔纳·德恩|波热尔·尤内尔|Vladimir Vilanov|迈克尔·施内克|Axel Neumann|Toby Cockerell|埃迪·约瑟夫|Martin Glyn Murray|瓦伦丁·普拉塔里努|金锋|曲敬国|Mikhail N. Matveev|André Kaminski,38,8.4,202072
雾中风景,1988-08-31,希腊|法国|意大利,剧情,米哈利斯·齐克|塔尼娅·帕拉依奥罗葛|斯特拉托斯·楚措格卢|伊娃·科塔曼尼多|阿利基·耶奥古利|瓦西利斯·科洛沃斯|伊利亚斯·洛戈塞蒂斯|万格利斯·卡赞|斯特拉托斯·帕希斯|米哈利斯·扬纳托斯|基里亚科斯·卡特里瓦诺斯|格里戈里斯·埃万耶拉托斯|扬尼斯·菲里奥斯|苏格拉底·阿拉富佐斯|季米特里斯·卡比里迪斯|塔索斯·帕拉兹迪斯|耶拉西莫斯·斯奇戴尔西斯|陶拉·斯塔索普洛斯|Nina Papazaphiropoulou,19,9.0,51437
僵尸新娘,2005-09-07,美国|英国,剧情|动画|奇幻,约翰尼·德普|海伦娜·伯翰·卡特|艾米丽·沃森|崔茜·尤玛|保罗·怀特豪斯|乔安娜·拉姆利|阿尔伯特·芬尼|理查德·E·格兰特|克里斯托弗·李|迈克尔·高夫|简·霍洛克斯|恩·赖特尔|迪普·罗伊|丹尼·艾夫曼|斯蒂芬·巴兰坦|丽莎·凯,16,8.3,386817
盗火线,1995-12-15,美国,剧情|动作|犯罪|惊悚,阿尔·帕西诺|罗伯特·德尼罗|方·基默|乔恩·沃伊特|汤姆·塞兹摩尔|戴安·维诺拉|艾米·布伦尼曼|艾什莉·贾德|麦凯尔泰·威廉逊|韦斯·斯塔迪|泰德·拉文|丹尼斯·海斯伯特|威廉·菲克纳|娜塔莉·波特曼|汤姆·诺南|凯文·盖奇|汉克·阿扎利亚|苏珊·特雷勒|丹尼·特雷霍|亨利·罗林斯|杰瑞·特林伯|吴俊全|小文斯·迪特里克|沈晓谦|迈克·古尔德|山德·贝克利|麦克斯·丹尼尔斯|瑞克·艾弗里|马里奥罗伯茨,29,8.5,134329
天伦之旅,2009-12-04,美国,剧情|家庭,罗伯特·德尼罗|凯特·贝金赛尔|山姆·洛克威尔|德鲁·巴里摩尔|凯瑟琳·莫宁|詹姆斯·弗莱恩|梅丽莎·里奥|布兰登·萨克斯顿|詹姆斯·墨塔夫|奥斯汀·拉尔西|莉莉·莫·辛|肖姆斯·戴维-菲茨帕特里克|达米安·杨|钱德勒·弗兰茨|本·施瓦茨|斯科特·科恩|林恩·科恩|麦肯婕·米龙|柯耐·霍利戴伊|卢·卡本诺|玛蒂 霍金斯,21,8.6,101224
百变狸猫,1994-07-16,日本,动画|喜剧|剧情|奇幻,古今亭朝太時代|三木纪平|清川虹子|野野村真|石田百合子|泉谷茂|芦屋雁之助|村田雄浩|亚当·维利|藤本让|彼得·雷纳迪|凯文·迈克尔·理查德森|霍普·利维|Wally Kurth|理查德·史蒂文·霍维茨|艾克·艾森曼|Zac Gardner|Jordan Del Spina|玛丽·茅泽|中庸助|J·K·西蒙斯|特蕾丝·麦克尼尔|Jillian Bowen|森川智之|奥德丽·瓦西莱夫斯基|Mark Moseley|高山南|埃丽卡·贝克|霍利·多夫|马克·多纳托|大卫·考吉尔|艾莉森·斯通勒|大卫·奥利弗·科恩|杰斯·哈梅尔|柳家小山|佐久间玲|克兰西·布朗|布莱恩·波塞恩|奥利薇亚·阿波|林原惠美|杰夫·贝内特|纽威尔·亚历山大|莫里斯·拉马奇|布莱恩·乔治|神谷明|关智一|约翰·迪·马吉欧|乔纳森·泰勒·托马斯|矢田稔|露西·泰勒|利夫·卡内,51,8.6,100608
王牌对王牌,1998-07-29,美国|德国,动作|犯罪|剧情|悬疑|惊悚,塞缪尔·杰克逊|凯文·史派西|大卫·摩斯|朗·瑞弗金|约翰·斯宾塞|J·T·沃尔什|希芳·法隆|保罗·吉亚玛提|雷吉娜·泰勒|迈克尔·库立兹|卡洛斯·戈麦斯|蒂姆·科勒赫|迪恩·诺里斯|内斯特·塞拉诺|道格·斯平扎|伦纳德·L·托马斯|斯蒂芬·李|劳里·约翰逊|朗达·多森|杰克·希勒|迈克尔·肖姆斯·维尔斯|乔伊佩里洛|玛丽·佩吉·科勒尔|凯尔森·马尔罗尼|Brad Blaisdell|罗伯特·大卫·豪尔|Mary Ingersoll|麦克纳利·萨加尔|埃德温娜·摩尔|Diann Burns|Robert Baier|詹姆斯·布莱克本|汤姆·鲍尔|Wayne Eric|大卫·福德汉姆|保罗·吉尔福伊尔|Julie O'Malley|盖伊·范·斯瓦林根,38,8.5,132914
紫日,2001-04-11,中国大陆,剧情|战争,富大龙|前田知惠|安娜·捷尼拉洛娃|王学伟|李鸣|谢加起|富俊峰|姚岗,8,8.5,73731
国际市场,2014-12-17,韩国,剧情|家庭,黄政民|金允珍|吴达洙|张荣男|郑镇荣|罗美兰|金瑟祺|郑允浩|Stella Choe|全昭弥|金雪|申隣雅|金敏载|孙荣顺|郑基燮|高允|郑煐禥|严智星|孟世昌|朴镇洙|朴英庶|金根英|安正宇|黄仁俊|金善映|朴相赫|朴善厚|南镇福|马修·杜马|成洛京|朴惠珍|赵渊浩,32,8.6,100447
妇女参政论者,2015-09-04,英国,剧情|传记|历史,凯瑞·穆里根|海伦娜·伯翰·卡特|布莱丹·格里森|安-玛莉·杜芙|本·卫肖|梅丽尔·斯特里普|萝玛拉·嘉瑞|杰夫·贝尔|萨缪尔·韦斯特|摩根·华金斯|娜塔莉·普莱斯|玛瑞沃拉·嘉沃斯卡|理查德·班克斯|李·尼古拉斯·哈里斯|亚当·那加提斯|劳琳·斯坦利|尼克·亨德里克斯|德鲁·爱德华兹|芬巴尔·林奇|罗斯·格林|阿德里安·席勒|柯尔·尼达姆|安娜贝尔·道勒|Sarah Finigan|Grace Stottor|克莱夫·伍德|丽莎·迪伦|阿曼达·劳伦斯,28,8.9,58025
卡比利亚之夜,1957-05-11,意大利|法国,剧情,朱丽叶塔·马西纳|弗朗索瓦·佩里埃|弗兰卡·马尔齐|多里安·格雷|阿尔多·西尔瓦尼|恩尼奥·吉罗拉米|马里奥·帕桑特|克里斯蒂安·塔索斯|阿梅德奥·纳扎里|詹尼·巴吉诺|佛朗哥·巴尔杜奇|Ciccio Barbi|Luciano Bonanni|Jusy Boncinelli|Loretta Capitoli|Leo Catozzo|多米尼克·德卢什|Edda Evangelista|佛朗哥·法布里齐|里卡尔多·费里尼|埃利奥·毛罗|尼诺·米拉诺|米莫·波利|波利多尔,24,9.1,45302
弗里达,2002-08-29,美国|墨西哥|加拿大,传记|剧情|爱情,萨尔玛·海耶克|阿尔弗雷德·莫里纳|米娅·麦斯特罗|艾什莉·贾德|安东尼奥·班德拉斯|杰弗里·拉什|爱德华·诺顿|瓦莱丽亚·戈利诺|迭戈·卢纳|亚历杭德罗·乌西利|萨弗蓉·布罗斯|洛罗·纳瓦罗|罗杰·里斯|费尔明·马丁内斯|阿梅莉亚·萨帕塔|罗伯托·梅迪纳|帕特里夏·雷耶斯·斯平多拉|玛加丽塔·桑斯|奥马尔·罗德里格斯|查维拉·巴尔加斯|费利佩·富勒普|艾达·洛佩兹,22,8.7,80650
萨利机长,2016-12-09,美国,剧情|传记,汤姆·汉克斯|艾伦·艾克哈特|劳拉·琳妮|杰瑞·费拉拉|安娜·冈|奥图姆·瑞瑟|霍特·麦克卡兰尼|克里斯·鲍尔|杰米·谢尔丹|安·库萨克|莫莉·哈根|马克斯·阿德勒|萨姆·亨廷顿|韦恩·巴斯楚普|维勒莉·玛哈菲|凯蒂·柯丽克|杰夫·科伯|莫莉·伯纳德|库珀·索恩顿|维布尔·弗利茨杰拉德|杰弗里·诺灵|帕奇·德拉奇|布雷特·赖斯|E·罗杰·米切尔|罗伯特·普拉尔戈|迈克尔·拉帕波特|普鲁瓦·贝迪|克里斯托弗·柯里|因德尔·库马尔|加里·维克斯|特雷西·齐默|迈克·奥麦利,32,8.3,362788
少年的你,2019-10-25,中国大陆|中国香港,剧情|爱情|犯罪,周冬雨|易烊千玺|尹昉|周也|吴越|黄觉|张艺凡|张耀|张歆怡|赵润南|郜玄铭|谢欣桐|刘然|何廖侣匀|胖虎|王英明|李伟龙|郭钟宇|孙岩|陈清銮|黎真承,21,8.2,1510345
春夏秋冬又一春,2003-08-14,韩国|德国,剧情,吴永洙|金基德|金永敏|徐在京|何丽珍|池大汉|崔旻|金正英|朴智娥,9,8.5,130805
乔乔的异想世界,2020-07-31,美国|捷克|新西兰,剧情|喜剧|战争,罗曼·格里芬·戴维斯|托马辛·麦肯齐|斯嘉丽·约翰逊|塔伊加·维迪提|山姆·洛克威尔|蕾蓓尔·威尔森|阿尔菲·艾伦|斯戴芬·莫昌特|阿奇·耶茨|卢克·布兰登·菲尔德|山姆·海加斯|史丹斯拉夫·卡拉斯|乔·温特劳布|布莱恩·卡斯佩|加布里埃尔·安德鲁斯|罗伯特·伊斯特|比利·雷纳|克里斯蒂安·豪林斯|吉尔比·格里芬·戴维斯|哈迪·格里芬·戴维斯|柯蒂斯·马修|贝萨尼·亚当斯|朱迪思·乔治|维多利亚·霍根,24,8.3,352726
芝加哥七君子审判,2020-09-25,美国|英国|印度,剧情|历史,埃迪·雷德梅恩|艾利克斯·夏普|萨莎·拜伦·科恩|杰瑞米·斯特朗|约翰·卡洛·林奇|叶海亚·阿卜杜勒-迈丁|马克·里朗斯|约瑟夫·高登-莱维特|本·申克曼|J·C·麦肯泽|弗兰克·兰格拉|丹尼尔·弗莱厄蒂|诺亚·罗宾斯|约翰·道曼|迈克尔·基顿|小凯文·哈里森|凯特琳·菲茨杰拉德|茱丽叶·安吉洛|布伦丹·伯克|凯文·奥多奈尔|爱丽丝·克雷梅尔堡|拉里·米切尔|韦恩·杜瓦尔|迈克尔·布鲁里布|达米安·杨|米歇尔·赫斯特|马修·勒弗沃|克里斯蒂安·利特克|马克斯·阿德勒|肖恩·帕森|爱德华德·弗莱彻|C·J·威尔逊|史蒂文· 加斯沃思|大卫·菲耶罗|伊恩·邦兹|莱克斯·艾尔|特里斯坦·莱恩·塔普斯科特|妮基·赫里查克|史蒂夫·罗特曼,39,8.6,98844
我的1919,1999-09-16,中国大陆,剧情|传记|历史,陈道明|何政军|许晴|修宗迪|李建义|杰拉德·蒂里翁|爱德华·米克斯|伊曼纽尔·博|萨拉·格莱宾|卡琪娅·申库|露西·杜克恩|岛冈现|小野地清悦|弗朗索瓦·加斯科|纪尧姆·珀蒂托·贝尔韦讷|王大为|郭靖宇|薛山,18,8.6,54873
走出非洲,1985-12-10,美国,冒险|传记|剧情|爱情,梅丽尔·斯特里普|罗伯特·雷德福|克劳斯·马利亚·布朗道尔|迈克尔·基臣|马利克·鲍恩斯|迈克尔·高夫|苏珊娜·汉密尔顿|瑞切尔·凯姆普森|格拉汉姆·克罗登|莱斯利·菲利普斯|谢恩·里默|多纳尔·麦卡恩|Kenneth Mason|Tristram Jellinek|史蒂芬·B·格里姆斯|Annabel Maule|班尼·扬|Niven Boyd|伊曼,19,8.7,98185
结婚礼服,2010-01-14,韩国,剧情|家庭,宋允儿|金香起|李己雨|金艺玲|金明国|全美善|金汝珍|蔡相宇|吴美姬|尹敬浩|车恩在,11,8.6,97455
午夜巴黎,2011-05-11,西班牙|美国|法国,剧情|爱情|奇幻,欧文·威尔逊|玛丽昂·歌迪亚|瑞秋·麦克亚当斯|汤姆·希德勒斯顿|凯西·贝茨|阿德里安·布罗迪|蕾雅·赛杜|麦克·辛|寇瑞·斯托尔|妮娜·阿里安达|米密·肯尼迪|柯特·富勒|卡拉·布吕尼|加德·艾尔马莱|艾丽森·皮尔|奥利维尔·雷堡汀|奥德雷·弗勒罗|卡琳·瓦纳斯|马西亚尔·迪丰佐·博|罗伦·斯皮瓦格尔|丹尼尔·隆德|路斯特·斯朵|Lil Mirkk|纪尧姆·谷伊,24,8.3,334707
面纱,2006-12-29,美国|中国大陆|加拿大,剧情|爱情,爱德华·诺顿|娜奥米·沃茨|托比·琼斯|黛安娜·里格|黄秋生|列维·施瑞博尔|朱丽叶·霍兰德|艾伦·戴维|露西·弗勒|玛姬·斯蒂德|佐伊·特尔福德|夏雨|吕燕|冯粒|玛丽-洛尔·德库洛|凯瑟琳·安|李滨|洛琳·劳伦斯|伊恩·伦威克|程思寒|亨利·赛洛|莎莉·霍金斯,22,8.3,185163
好家伙,1990-09-09,美国,剧情|传记|犯罪,罗伯特·德尼罗|雷·利奥塔|乔·佩西|洛兰·布拉科|保罗·索维诺|弗兰克·西维罗|托尼·戴劳|迈克·斯塔尔|弗兰克·文森特|查克·洛|弗兰克·迪莱奥|亨利·扬曼|吉娜·马斯特罗吉科莫|凯瑟琳·斯科塞斯|查尔斯·斯科西斯|苏珊妮·谢泼德|黛比·玛扎|塞缪尔·杰克逊|迈克尔·因佩里奥利|文森特·加洛|博斯塔尔|弗兰克·德拉邦特|艾伦·休斯|艾尔伯特·休斯|安东尼·福奎阿|凯文·考利甘|布拉德·雅各布维茨|妮科尔·伯德特|乔·卡纳汉|理查德·林克莱特|维克托·科利采奇奥|托宾·贝尔,32,8.5,127371
顽主,1989-09-15,中国大陆,剧情|喜剧,张国立|葛优|梁天|潘虹|马晓晴|孙凤英|李耕|董钰刚|颜彼得|侯耀华|莫岐|常蓝天|李丽娜|李滨|王哲元|米丽新|黄斐,17,8.4,102339
薄荷糖,1999-10-14,韩国|日本,剧情,薛景求|文素利|金汝珍|徐情|高瑞熙|李代延|金敬益|金仁权|孔炯轸|刘承睦|朴成妍|赵汉哲|池大汉|姜善淑|裴长秀|张浚浩|徐进元|刘延洙|杨姬琼|孙钟焕|朴志妍,21,8.6,97097
追梦赤子心,1993-09-18,美国,传记|剧情|运动,西恩·奥斯汀|乔恩·费儒|尼德·巴蒂|查尔斯·达顿|莉莉·泰勒|文斯·沃恩|罗恩·迪恩|斯科特·本杰明森|迈克尔·萨松,9,8.8,65476
老男孩,2003-11-21,韩国,剧情|动作|悬疑|惊悚,崔岷植|刘智泰|姜惠贞|金秉玉|吴达洙|李胜欣|尹珍序|池大汉|吴泰景|柳演锡|李代延|吴光禄|朴明申|龙伊|玛丽·德文|克里斯平·弗里曼|史蒂夫·克莱默|雪莉·琳恩|迈克尔·麦康诺希|斯蒂芬妮·社|柯克·桑顿|凯瑞·华格伦|刘日汉|李洪杓|尹振毓|全宇材|韩载德|赵常景,28,8.3,314552
魔鬼代言人,1997-10-17,美国|德国,剧情|悬疑|惊悚,基努·里维斯|阿尔·帕西诺|查理兹·塞隆|杰弗里·琼斯|朱迪思·爱薇|康妮·尼尔森|格雷格·T·尼尔森|塔马拉·图尼|鲁本·桑地亚哥-哈德森|戴布拉·莫克|维托·鲁吉尼斯|劳拉·哈灵顿|帕米拉·格雷|乔治·维内尔|克里斯·鲍尔|约翰·罗斯曼|希瑟·玛塔拉佐|德尔罗伊·林多|保罗·贝内迪克特|莫尼卡·凯娜|马西娅·德波尼斯|Ernie Grunfeld|Alfonse D'amato|唐·金|卡普里切·贝内德蒂|Bill Boggs|Kim Chan|里奥·伯梅斯特|George Gore II|Edward Seamon|詹姆斯·斋藤|Bo Rucker|索科萝·圣地亚哥|德沃拉·纳尔逊|比尔·穆尔|迈克尔·隆巴德|George Sperdakos|尼尔·琼斯|E. Katherine Kerr|维森特·拉雷斯卡|Christopher Del Gaudio|小罗伊·琼斯|托德·沃尔|艾伦·曼森|Anibal O. Lleras,45,8.4,177348
永恒和一日,1998-05-23,法国|意大利|希腊|德国,剧情,布鲁诺·冈茨|伊莎贝拉·雷纳德|法布里齐奥·本蒂沃利奥|阿希莱亚斯·斯凯维斯|Lazaros Andreou|伊利斯·查特托尼欧|Petros Fyssoun|Eleni Gerasimidou|米哈利斯·扬纳托斯|泽弥斯·古苏里斯|帕特罗斯·马可瑞斯|塔尼娅·帕拉依奥罗葛|Pemi Zouni,13,9.1,44037
昨天,2001-09-04,中国大陆,传记|剧情|音乐,贾宏声|王彤|贾凤森|朱洪茂,4,8.7,42776
相爱相亲,2017-11-03,中国大陆|中国台湾,剧情|爱情|家庭,张艾嘉|田壮壮|郎月婷|宋宁峰|吴彦姝|耿乐|谭维维|刘若英|王志文|李雪健|马嘉祺|张艺瀚|张继南|王丽媛,14,8.3,169261
一代宗师,2013-01-08,中国大陆|中国香港,剧情|传记|动作|爱情,梁朝伟|章子怡|张震|宋慧乔|赵本山|小沈阳|王庆祥|张晋|卢海鹏|冯克安|刘家勇|张智霖|金士杰|徐锦江|刘洵|尚铁龙|罗莽|吴廷烨|张国立|袁和平|梁小龙|袁祥仁|黎烈弓|袁信义|戚冠军|王玨|吴云飞|任欣羽|江道海|魏小欢|吴艺璇|周小飞|江健|吉飞龙|贺勋|陈伟|赵芳华|鞠坤|孔盈智,39,8.2,647254
黑社会2：以和为贵,2006-04-27,中国香港,犯罪|剧情|惊悚,古天乐|任达华|张家辉|林家栋|王天林|林雪|安志杰|郑浩南|张兆辉|谭炳文|尤勇智|潘月彤|张武孝|元彬|莫醒麟|李日升|黄思恩|徐忠信|罗强|赵志诚|罗靖庭|唐培中|张荣祥|张志平|陈绍佳|周建军|李发源|陈桂芬|樊文杰|凌振帮|余袁稳|梁盛熊|黄燕强,33,8.3,167058
爱在暹罗,2007-11-22,泰国,剧情|爱情|同性,维特维斯特·海伦亚沃恩酷|马里奥·毛瑞尔|赖拉·邦雅淑|坎雅·拉坦娜佩琦|辛扎伊·本班尼|松希·努诺卡空希|姘潘·布拉娜嫔|阿缇·尼永库|吉拉育·拉翁马尼|查妮达·彭西皮帕特,10,8.3,298324
爱,2012-05-20,法国|德国|奥地利,剧情|爱情,让-路易·特兰蒂尼昂|埃玛妞·丽娃|伊莎贝尔·于佩尔|亚历山大·萨洛|威廉姆·西梅尔|拉蒙·阿吉尔|丽塔·布兰科|卡罗尔·法兰克|蒂娜拉·卓卡洛娃|洛朗特·卡普洛托|让-米歇尔·蒙洛克|苏赞妮·施密特|达米安·朱耶罗|沃尔里德·阿非基尔,14,8.6,93219
夜访吸血鬼,1994-11-11,美国,剧情|奇幻|惊悚,布拉德·皮特|汤姆·克鲁斯|克斯汀·邓斯特|克里斯蒂安·史莱特|坦迪·牛顿|安东尼奥·班德拉斯|海伦·麦克洛瑞|罗格·洛伊德-派克|斯蒂芬·瑞|马塞尔·尤勒斯|贝利纳·洛根|苏珊·林奇|安德鲁·蒂曼|约翰·麦康奈尔|洛尔·玛尔萨克|多米齐亚娜·焦尔达诺|蒙特·蒙塔古|Ben Gardiner|Robert 'Bobby Z' Zajonc|丹尼·卡明|露易丝·萨尔特,21,8.3,291840
换子疑云,2008-10-31,美国,剧情|悬疑|惊悚,安吉丽娜·朱莉|盖特林·格里菲斯|米歇尔·冈|约翰·马尔科维奇|科鲁姆·费奥瑞|杰弗里·多诺万|迈克尔·凯利|约翰·哈林顿·布兰德|戴尔·迪奇|Jan Devereaux|Erica Grant|弗兰克·伍德|Kelly Lynn Warren|瑞琪·琳德赫姆|杰弗里·哈钦森|大卫·皮尔|约翰·R·邓肯|Morgan Eastwood|艾迪·阿尔德森|杰森·巴特勒·哈纳|艾米·莱安|吉奥夫·皮尔森|丹尼斯·欧哈拉|彼得·格雷蒂|里德·伯尼|斯考特·拉瓦 ,26,8.4,170375
天下无贼,2004-12-09,中国大陆|中国香港,动作|犯罪|剧情,刘德华|刘若英|王宝强|李冰冰|葛优|张涵予|尤勇智|徐帆|傅彪|范伟|冯远征|林家栋|钟萍|陈之辉|王飞|董张慧|杜广沛|李莉,18,8.2,538929
成为简·奥斯汀,2007-03-09,英国|爱尔兰,传记|剧情|爱情,安妮·海瑟薇|詹姆斯·麦卡沃伊|朱丽·沃特斯|詹姆斯·克伦威尔|玛吉·史密斯|安娜·麦克西维尔·马丁|露西·科乎|劳伦斯·福克斯|伊恩·理查森|乔·安德森|里奥·比尔|杰茜卡·阿什沃思|汤姆-沃恩-劳勒|Elaine Murphy|盖·卡尔顿|费伊·塞维尔|Gina Costigan|海伦·麦克洛瑞|索菲·瓦瓦塞尔,19,8.3,287640
少年斯派维的奇异旅行,2013-10-16,法国|加拿大,剧情|喜剧|冒险|家庭,海伦娜·伯翰·卡特|朱迪·戴维斯|考乐姆·吉斯·雷尼|凯尔·凯特莱特|妮娅姆·威尔逊|里克·麦瑟|多米尼克·皮侬|朱利安·瑞钦斯|米歇尔·佩伦|道恩·福特|哈里·斯坦德乔夫斯基|莱尼·帕克|凯尔·盖特豪斯|丽莎·布朗温·摩尔|保利娜·利特尔|费利西亚·舒尔曼|迪伦·金威尔|埃里克·戴维斯|蕾贝卡∙阿姆扎拉|安柏·戈德法布|Una Kay|诺尔·伯顿|西尔维亚·斯图尔特|Kyle Allatt|Chris Cinnamon|萨拉 布拉南|凯瑟琳·勒米厄|罗伯特·梅耶|鲍里斯·雷林格|布伦特·斯卡格福德,30,8.5,119734
狗十三,2018-12-07,中国大陆,剧情|家庭,张雪迎|果靖霖|智一桐|代旭|黄诗佳|曹馨月|聂鑫|周珍,8,8.2,526618
立春,2008-04-10,中国大陆,剧情,蒋雯丽|张瑶|李光洁|董璇|焦刚|吴国华|张静初|孙佺|冯粒,9,8.3,158736
暴裂无声,2018-04-04,中国大陆,剧情|犯罪|悬疑,宋洋|姜武|袁文康|谭卓|王梓尘|安琥|伊天锴|陈进|李亚真,9,8.2,518750
曾经,2007-01-20,爱尔兰,剧情|音乐|爱情,格伦·汉塞德|玛可塔·伊尔格洛娃|杰拉德·亨德里克|休·沃尔什|玛塞拉·普伦基特|阿莱斯戴尔·福利,6,8.3,284793
铁甲钢拳,2011-11-08,美国|印度,剧情|动作|科幻|运动,休·杰克曼|达科塔·高尤|凯文·杜兰|安东尼·麦凯|伊万杰琳·莉莉|霍普·戴维斯|詹姆斯·瑞布霍恩|奥嘉·方达|凯文·多曼|天海祐希|J·J·格林|卡尔·尹|朱利安·甘特|大卫·阿伦·伯施理,14,8.3,280153
因果报应,2024-06-14,印度,剧情|动作|犯罪|惊悚,维杰·西图帕提|阿努拉格·卡施亚普|玛玛塔·莫汉达斯|那塔拉简·苏布拉马尼亚姆|阿比拉米|迪维亚·巴拉蒂|辛加姆普利|阿鲁多斯|穆尼什坎特|萨沙纳·纳米达斯|维诺德·萨加尔|马尼干丹|卡莱扬|丽齐·安东尼|穆拉伊·阿拉西|巴拉蒂·拉贾|舍纳潘·P·L|普瓦伊亚尔|维特里维尔·拉贾|莫汉·拉曼,20,8.6,91963
现代启示录,1979-05-19,美国,剧情|战争,马丁·辛|马龙·白兰度|罗伯特·杜瓦尔|弗雷德里克·福瑞斯特|山姆·伯顿斯|劳伦斯·菲什伯恩|阿尔伯特·海尔|哈里森·福特|丹尼斯·霍珀|G•D•斯普拉德林|斯科特·格伦|詹姆斯·基恩|克里·罗塞尔|辛西娅·伍德|考林·加普|琳达·卡朋特|杰克·唐蒂博|格伦·沃肯|达米安·利克|赫布·赖斯|马克·科波拉|比尔·格雷厄姆|杰瑞·罗斯|迪克·怀特|克里斯蒂安·马康|奥萝尔·克莱芒|弗兰克·维拉德|罗曼·科波拉|吉安-卡洛·科波拉|弗朗西斯·福特·科波拉|李·厄米|乔·艾斯特维兹|拉瑞·弗兰科|吉姆·盖恩斯|埃文·A·洛特曼|查尔斯·罗宾逊|维托里奥·斯托拉罗,37,8.5,117809
阳光小美女,2006-01-20,美国,剧情|喜剧|家庭,阿比盖尔·布雷斯林|格雷戈·金尼尔|保罗·达诺|艾伦·阿金|托妮·科莱特|史蒂夫·卡瑞尔|马克·图特尔陶布|吉尔·塔利|胡里奥·奥斯卡·门乔索|Chuck Loring|Justin Shilton|史蒂文·克里斯托弗·帕克|布莱恩·克兰斯顿|约翰·沃尔卡特|宝拉·纽瑟姆|迪恩·诺里斯|贝丝·格兰特|华莱士·朗翰|劳伦·盐滨|玛丽·莱恩·莱杰斯库|杰夫·米德|马特·温斯顿|梅尔·罗德里格斯|艾丽莎·安德瑞格|埃里克·大卫|Tara Dawn Holland|Ksenia Jarova|里吉斯·菲尔宾|戈登·汤姆森,29,8.3,273787
飓风营救,2008-04-09,法国|美国|英国,动作|犯罪|剧情|惊悚,连姆·尼森|玛姬·格蕾斯|法米克·詹森|利兰·奥瑟|强·格瑞斯|大卫·沃肖夫斯基|凯蒂·卡西迪|山德·贝克利|阿尔本·巴贾拉克塔拉贾|海伦娜·苏贝兰德|安纳托·陶布曼|马克·阿米约|石冢运升|唐·阿伯纳西|杰拉德·沃特金斯|霍莉·瓦兰丝|尼古拉斯·吉劳德|戈兰·卡斯蒂克|奥利维尔·雷堡汀|拉蒂沃杰·布克维奇,20,8.3,272765
天才少女,2017-04-12,美国,剧情|家庭,克里斯·埃文斯|麦肯娜·格瑞丝|琳赛·邓肯|珍妮·斯蕾特|奥克塔维亚·斯宾瑟|迈克尔·肯德尔·卡普兰|约翰·M·杰克逊|格伦·普拉默|约翰·芬|伊丽莎白·玛维尔|坎迪斯·B·哈里斯|乔恩·斯克拉夫|乔娜·肖|朱莉·安·埃默里|基尔·奥唐纳|乔·克里斯特|小威尔·布伊|凯莉·科林斯·林茨,18,8.3,271175
幸福的拉扎罗,2018-05-13,意大利|瑞士|法国|德国,剧情|奇幻,阿德里亚诺·塔尔迪奥洛|阿涅塞·格拉齐亚尼|卢卡·奇科瓦尼|阿尔芭·罗尔瓦赫尔|塞尔希·洛佩斯|纳塔利诺·巴拉索|托马索·拉尼奥|尼可莱塔·布拉斯基|达里亚·帕斯卡·阿托利尼|达维德·登奇|帕斯夸丽纳·斯昆恰|卢西亚诺·维尔加罗,12,8.5,116688
茜茜公主,1955-12-22,奥地利,喜剧|剧情|历史|爱情,罗密·施耐德|卡尔海因茨·伯姆|玛格达·施奈德|乌塔·弗朗茨|古斯塔夫·克努特|丁建华|埃贡·冯·乔丹|希尔德·瓦格纳|奥托·泰斯勒尔|Erich Nikowitz|Josef Meinrad|威尔玛·德吉舍尔|Karl Fochler|Richard Eybner|Franz Böheim|彼得·韦克|Ulrich Bettac,17,8.5,116033
